name,name_ingles,level,flavour,description,details,page,somatic,verbal,material,cost,gp,ritual,concentration,abjuracion,conjuracion,adivinacion,encantamiento,evocacion,ilusionismo,nigromancia,transmutacion,como_usar,Clase del Hechizo
Invertir la gravedad,Reverse Gravity,7,El mundo se da la vuelta.,"Este conjuro invierte la gravedad en un cilindro de 15 m / 50 pies de radio y 30 m / 100 pies de alto centrado en un punto dentro del alcance. Todas las criaturas y objetos dentro de la zona que no estén fijados al suelo caerán hacia arriba y llegarán a la parte superior del cilindro. Una criatura puede hacer una tirada de salvación de Destreza para agarrarse a un objeto fijo a su alcance y así evitar la caída hacia arriba.
Si un techo o un objeto fijo se interpone en la caída, las criaturas y objetos chocan contra él como harían en una caída normal hacia abajo. Si una criatura u objeto llega a la parte superior del cilindro sin chocarse con nada, permanecerá allí flotando hasta que el conjuro termine. Cuando ocurra, las criaturas y objetos afectados caerán hacia abajo.
","1 min
30 m / 100 f / 20 cas
Acción",295 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Druida, Hechicero, Mago"
Invisibilidad,Invisibility,2,Desaparecer del mundo.,"Una criatura a la que tocas tiene el estado de invisible hasta que el conjuro termine. El conjuro terminará inmediatamente después de que el objetivo haga una tirada de ataque, cause daño o lance un conjuro.
Con un espacio de conjuro de nivel superior. Puedes hacer objetivo a una criatura adicional por cada nivel por encima de 2 que tenga el espacio.
","1 hora
Toque
Acción",295 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Directo,"Bardo, Brujo, Hechicero, Mago"
Invisibilidad mejorada,Greater Invisibility,4,Invisible y letal.,Una criatura a la que tocas tiene el estado de invisible hasta que el conjuro termine.,"1 min
Toque
Acción",296 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Directo,"Bardo, Hechicero, Mago"
Invocación instantánea de Drawmij,Drawmij's Instant Summons,6,Lo que deseas aparece al instante.,"Tocas el zafiro empleado en el lanzamiento y un objeto que pese 5 kg o menos y cuya dimensión más grande sea de 1,8 m / 6 pies o menos. El conjuro deja una marca invisible en su superficie y graba de la misma forma el nombre del objeto en el zafiro. Cada vez que lances este conjuro, deberás usar un zafiro distinto.
A partir de entonces, podrás emplear una acción de magia para decir el nombre del objeto y aplastar el zafiro. El objeto aparecerá en tu mano al instante, sin importar las distancias físicas o interplanares, y el conjuro terminará.
Si otra criatura sostiene o lleva el objeto consigo, aplastar el zafiro no lo llevará hasta ti. En su lugar, descubrirás quién es la criatura que lo tiene y su paradero actual.
","Hasta que sea disipado
Toque
1 min o ritual",296 MdJ,TRUE,TRUE,TRUE,1000 po,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Mago
Invocar aberración,Summon Aberration,4,Llamar a lo incomprensible.,"Invocas un espíritu aberrante que se manifiesta en un espacio sin ocupar que puedas ver dentro del alcance y usa el perfil del espíritu aberrante. Cuando lances el conjuro, elige azotamentes, contemplador o slaad. La criatura se parecerá a una aberración de ese tipo, lo que determinará ciertos detalles de su perfil. La criatura desaparecerá si sus puntos de golpe se reducen a 0 o si el conjuro termina.
La criatura se considera un aliado para tus aliados y para ti. En combate, comparte tu orden de iniciativa, pero su turno va justo después del tuyo, obedece tus órdenes verbales (no requiere acción) y, si no le das ninguna, realiza la acción de esquivar y usa su movimiento para evitar el peligro.
Con un espacio de conjuro de nivel superior. Usa el nivel del espacio de conjuro para determinar el nivel del conjuro en el perfil.
","1 hora
27 m / 90 f / 18 cas
Acción",296 MdJ,TRUE,TRUE,TRUE,400 po,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Brujo, Mago"
Invocar autómata,Summon Construct,4,Una creación mecánica responde a tu llamado.,"Invocas el espíritu de un autómata, que se manifiesta en un espacio sin ocupar que puedas ver dentro del alcance y usa el perfil del espíritu autómata. Cuando lances el conjuro, elige un material: arcilla, metal o piedra. La criatura parecerá una estatua animada (tú decides el aspecto) hecha del material en cuestión, lo que determinará ciertos detalles de su perfil. La criatura desaparecerá si sus puntos de golpe se reducen a 0 o si el conjuro termina.
La criatura se considera un aliado para tus aliados y para ti. En combate, la criatura comparte tu orden de iniciativa, pero su turno va justo después del tuyo, obedece tus órdenes verbales (no requiere acción) y, si no le das ninguna, realiza la acción de esquivar y usa su movimiento para evitar el peligro.
Con un espacio de conjuro de nivel superior. Usa el nivel del espacio de conjuro para determinar el nivel del conjuro en el perfil.
","1 hora
27 m / 90 f / 18 cas
Acción",297 MdJ,TRUE,TRUE,TRUE,400 po,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Mago
Invocar bestia,Summon Beast,2,Invocas una bestia.,"Invocas un espíritu bestial que se manifiesta en un espacio sin ocupar que puedas ver dentro del alcance y usa el perfil del espíritu bestial. Cuando lances el conjuro, elige un hábitat: tierra, mar o aire. La criatura se parecerá a un animal de tu elección de ese hábitat, lo que determinará ciertos detalles de su perfil. La criatura desaparecerá si sus puntos de golpe se reducen a 0 o si el conjuro termina.
La criatura se considera un aliado para tus aliados y para ti. En combate, la criatura comparte tu orden de iniciativa, pero su turno va justo después del tuyo, obedece tus órdenes verbales (no requiere acción) y, si no le das ninguna, realiza la acción de esquivar y usa su movimiento para evitar el peligro.
Con un espacio de conjuro de nivel superior. Usa el nivel del espacio de conjuro para determinar el nivel del conjuro en el perfil.
","1 hora
27 m / 90 f / 18 cas
Acción",298 MdJ,TRUE,TRUE,TRUE,200 po,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Druida, Explorador"
Invocar celestial,Summon Celestial,5,Un aliado celestial aparece.,"Invocas un espíritu celestial que se manifiesta con una forma angelical en un espacio sin ocupar que puedas ver dentro del alcance y usa el perfil del espíritu celestial. Cuando lances el conjuro, elige defensor o vengador. Tu elección determinará ciertos detalles de su perfil. La criatura desaparecerá si sus puntos de golpe se reducen a 0 o si el conjuro termina.
La criatura se considera un aliado para tus aliados y para ti. En combate, la criatura comparte tu orden de iniciativa, pero su turno va justo después del tuyo, obedece tus órdenes verbales (no requiere acción) y, si no le das ninguna, realiza la acción de esquivar y usa su movimiento para evitar el peligro. Con un espacio de conjuro de nivel superior.
Usa el nivel del espacio de conjuro para determinar el nivel del conjuro en el perfil.
","1 hora
27 m / 90 f / 18 cas
Acción",298 MdJ,TRUE,TRUE,TRUE,500 po,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Clerigo, Paladín"
Invocar dragón,Summon Dragon,5,La majestuosidad dracónica obedece tu orden.,"Invocas el espíritu de un dragón, que se manifiesta en un espacio sin ocupar que puedas ver dentro del alcance y usa el perfil del espíritu dracónico. La criatura desaparecerá si sus puntos de golpe se reducen a 0 o si el conjuro termina.
La criatura se considera un aliado para tus aliados y para ti. En combate, la criatura comparte tu orden de iniciativa, pero su turno va justo después del tuyo, obedece tus órdenes verbales (no requiere acción) y, si no le das ninguna, realiza la acción de esquivar y usa su movimiento para evitar el peligro.
Con un espacio de conjuro de nivel superior. Usa el nivel del espacio de conjuro para determinar el nivel del conjuro en el perfil.
","1 hora
18 m / 60 f / 12 cas
Acción",299 MdJ,TRUE,TRUE,TRUE,500 po,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Mago
Invocar elemental,Summon Elemental,4,Guardia elemental.,"Invocas un espíritu elemental que se manifiesta en un espacio sin ocupar que puedas ver dentro del alcance y usa el perfil del espíritu elemental. Cuando lances el conjuro, elige un elemento: agua, aire, fuego o tierra. La criatura se parecerá a un ser bípedo envuelto en el elemento elegido, lo que determinará ciertos detalles de su perfil. La criatura desaparecerá si sus puntos de golpe se reducen a 0 o si el conjuro termina.
La criatura se considera un aliado para tus aliados y para ti. En combate, la criatura comparte tu orden de iniciativa, pero su turno va justo después del tuyo, obedece tus órdenes verbales (no requiere acción) y, si no le das ninguna, realiza la acción de esquivar y usa su movimiento para evitar el peligro.
Con un espacio de conjuro de nivel superior. Usa el nivel del espacio de conjuro para determinar el nivel del conjuro en el perfil.
","1 hora
27 m / 90 f / 18 cas
Acción",300 MdJ,TRUE,TRUE,TRUE,400 po,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Druida, Explorador, Mago"
Invocar feérico,Summon Fey,3,Llamar a lo feérico.,"Invocas un espíritu feérico que se manifiesta en un espacio sin ocupar que puedas ver dentro del alcance y usa el perfil del espíritu feérico. Cuando lances el conjuro, elige un estado de ánimo: alegre, burlón o enfurecido. La criatura se parecerá a un ser feérico de tu elección con ese estado de ánimo, lo que determinará ciertos detalles de su perfil. La criatura desaparecerá si sus puntos de golpe se reducen a 0 o si el conjuro termina.
La criatura se considera un aliado para tus aliados y para ti. En combate, la criatura comparte tu orden de iniciativa, pero su turno va justo después del tuyo, obedece tus órdenes verbales (no requiere acción) y, si no le das ninguna, realiza la acción de esquivar y usa su movimiento para evitar el peligro.
Con un espacio de conjuro de nivel superior. Usa el nivel del espacio de conjuro para determinar el nivel del conjuro en el perfil.
","1 hora
27 m / 90 f / 18 cas
Acción",301 MdJ,TRUE,TRUE,TRUE,300 po,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Druida, Brujo, Explorador, Mago"
Invocar infernal,Summon Fiend,6,Llamar a lo infernal.,"Invocas un espíritu infernal que se manifiesta en un espacio sin ocupar que puedas ver dentro del alcance y usa el perfil del espíritu infernal. Cuando lances el conjuro, elige demonio, diablo o yugoloth. La criatura se parecerá a un infernal del tipo elegido, lo que determinará ciertos detalles de su perfil. La criatura desaparecerá si sus puntos de golpe se reducen a 0 o si el conjuro termina.
La criatura se considera un aliado para tus aliados y para ti. En combate, la criatura comparte tu orden de iniciativa, pero su turno va justo después del tuyo, obedece tus órdenes verbales (no requiere acción) y, si no le das ninguna, realiza la acción de esquivar y usa su movimiento para evitar el peligro.
Con un espacio de conjuro de nivel superior. Usa el nivel del espacio de conjuro para determinar el nivel del conjuro en el perfil.
","1 hora
27 m / 90 f / 18 cas
Acción",302 MdJ,TRUE,TRUE,TRUE,600 po,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Brujo, Mago"
Invocar muerto viviente,Summon Undead,3,La muerte responde.,"Invocas un espíritu muerto viviente que se manifiesta en un espacio sin ocupar que puedas ver dentro del alcance y usa el perfil del espíritu muerto viviente. Cuando lances el conjuro, elige la forma de la criatura: esquelética, fantasmal o pútrida. El espíritu se parecerá a un muerto viviente con la forma elegida, lo que determinará ciertos detalles de su perfil. La criatura desaparecerá si sus puntos de golpe se reducen a 0 o si el conjuro termina.
La criatura se considera un aliado para tus aliados y para ti. En combate, la criatura comparte tu orden de iniciativa, pero su turno va justo después del tuyo, obedece tus órdenes verbales (no requiere acción) y, si no le das ninguna, realiza la acción de esquivar y usa su movimiento para evitar el peligro.
Con un espacio de conjuro de nivel superior. Usa el nivel del espacio de conjuro para determinar el nivel del conjuro en el perfil.","1 hora
27 m / 90 f / 18 cas
Acción",303 MdJ,TRUE,TRUE,TRUE,"300 po
",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Directo,"Brujo, Mago"
Jaula de fuerza,Forcecage,7,"Nada entra, nada sale.","Creas una prisión de fuerza mágica invisible e inmóvil en un área dentro del alcance. Puede ser jaula de hasta 6 m / 20 pies de lado con barrotes de 1,3 cm / ½ pulgada separados 1,3 cm, o caja sólida de hasta 3 m / 10 pies de lado que bloquea toda materia y conjuro. Las criaturas completamente dentro quedan atrapadas; las parcialmente dentro o demasiado grandes son expulsadas. Una criatura atrapada no puede salir por medios no mágicos; debe superar tirada de Carisma para teleportarse o usar viaje intraplanar. Bloquea el Plano Etéreo y viaje etéreo. No puede ser disipado con Disipar magia.
","1 hora
30 m / 100 f / 20 cas
Acción",304 MdJ*,TRUE,TRUE,TRUE,1500 po*,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Directo,"Bardo, Brujo, Mago"
Laberinto,Maze,8,Los muros cambian según tu voluntad.,"Destierras a una criatura que puedas ver dentro del alcance a un semiplano laberíntico. El objetivo permanecerá allí hasta que termine el conjuro o hasta que escape del laberinto. El objetivo puede llevar a cabo una acción de estudiar para intentar escapar. Cuando lo haga, realizará una prueba de Inteligencia (Investigación) con CD 20. Si la supera, escapará y el conjuro terminará. Cuando el conjuro termine, el objetivo reaparecerá en el espacio que abandonó o en el espacio sin ocupar más cercano si dicho espacio está ocupado.
","10 min
18 m / 60 f / 12 cas
Acción",304 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Mago
Labia,Glibness,8,Las palabras conquistan.,"Hasta que el conjuro termine, cuando hagas una prueba de Carisma, puedes sustituir el resultado de la tirada por un 15. Además, digas lo que digas, cualquier magia usada para detectar si dices la verdad indicará que la estás diciendo.","1 hora
Lanzador
Acción",304 MdJ,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Brujo"
Látigo de espinas,Thorn Whip,Truco,Espinas que castigan.,"Creas un látigo similar a una enredadera cubierta de espinas que fustiga bajo tus órdenes a una criatura dentro del alcance. Haz un ataque de conjuro cuerpo a cuerpo contra el objetivo. Si acierta, el objetivo sufre 1d6 de daño perforante y, si es Grande o más pequeño, puedes arrastrarlo hasta 3 m / 10 pies hacia ti.
Mejora de truco. El daño aumenta en 1d6 cuando alcanzas los niveles 5 (2d6), 11 (3d6) y 17 (4d6).
","Instant.
9 m / 30 f / 6 cas
Acción",304 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,D20+ata.conj.,Druida
Levantar maldición,Remove Curse,3,Romper viejas ataduras.,"Con tan solo tocar a una criatura o un objeto, eliminarás todas las maldiciones que le afecten. Si el objetivo es un objeto mágico maldito, la maldición permanecerá, pero este conjuro romperá la sintonización del objeto con el dueño, lo que le permitirá quitárselo o deshacerse de él.
","Instant.
Toque
Acción",304 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Brujo, Clerigo, Mago, Paladín"
Levitar,Levitate,2,Flotar sin tocar el suelo.,"Una criatura o un objeto suelto de tu elección que puedas ver dentro del alcance se eleva verticalmente hasta 6 m / 20 pies y se mantiene suspendido hasta que el conjuro termine. El conjuro puede hacer levitar un objeto que pese hasta 250 kg y no afecta a una criatura no voluntaria que supere una tirada de salvación de Constitución. El objetivo solo puede moverse empujándose o tirando de un objeto fijo o una superficie a su alcance (como una pared o techo), lo que le permite desplazarse como si estuviera trepando. En tu turno, puedes variar la altitud del objetivo hasta 6 m / 20 pies en cualquier sentido. Si tú mismo eres el objetivo, te puedes mover hacia arriba o abajo como parte de tu movimiento. En caso contrario, puedes usar una acción de magia para mover al objetivo, que deberá permanecer dentro del alcance del conjuro. Cuando el conjuro termine, el objetivo flotará suavemente hasta llegar al suelo si todavía está en el aire.
","10 min
18 m / 60 f / 12 cas
Acción",304 MdJ,TRUE,TRUE,TRUE,~,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Hechicero, Mago"
Libertad de movimiento,Freedom of Movement,4,Nada puede detenerte.,"Tocas a una criatura voluntaria. Hasta que termine el conjuro, el movimiento del objetivo no se ve afectado por el terreno difícil y los conjuros y otros efectos mágicos no pueden reducir su velocidad ni hacer que tenga los estados de apresado o paralizado. Además, el objetivo tiene una velocidad nadando igual a su velocidad.
El objetivo también puede gastar 1,5 m / 5 pies de movimiento para escapar automáticamente de ataduras no mágicas, como unas esposas o una criatura que le imponga elestado de agarrado.
Con un espacio de conjuro de nivel superior. Puedes hacer objetivo a una criatura adicional por cada nivel por encima de 4 que tenga el espacio.","1 hora
Toque
Acción",305 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Druida, Clerigo, Explorador"
Llama permanente,Continual Flame,2,Una llama eterna.,"Una llama surge de un objeto que tocas. El efecto proyecta Luz brillante en un radio de 6 m / 20 pies y Luz tenue en otros 6 m / 20 pies. Parece una llama normal, pero no genera calor ni consume combustible. La llama se puede cubrir u ocultar, pero no sofocar ni apagar.","Hasta que sea disipado
Toque
Acción",305 MdJ,TRUE,TRUE,TRUE,50 po*,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Directo,"Druida, Clerigo, Mago"
Llama sagrada,Sacred Flame,Truco,Fuego sagrado juzga.,"Un fulgor de llamas desciende sobre una criatura que puedas ver dentro del alcance. El objetivo deberá superar una tirada de salvación de Destreza o sufrirá 1d8 de daño radiante. No podrá beneficiarse de la cobertura media o tres cuartos en esta tirada.
Mejora de truco. El daño aumenta en 1d8 cuando alcanzas los niveles 5 (2d8), 11 (3d8) y 17 (4d8).","Instant.
18 m / 60 f / 12 cas
Acción",305 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TdS Des.,Clerigo
Llamar al relámpago,Call Lightning,3,El cielo descarga furia.,"Creas una nube de tormenta en un punto dentro del alcance sobre ti, formando un cilindro de 3 m de altura y 18 m de radio. Al lanzar el conjuro, eliges un punto bajo la nube; un rayo golpea ese punto. Toda criatura en un radio de 1,50 m / 5 pies realiza una tirada de salvación de Destreza; si falla recibe 3d10 de daño de relámpago o la mitad si tiene éxito.
Hasta que termine el conjuro, puedes usar una acción de magia para disparar otro rayo al mismo o a otro punto. Si lanzas el conjuro al aire libre durante una tormenta, controlas esa tormenta y el daño aumenta en 1d10.
Con un espacio de conjuro superior a nivel 3, el daño aumenta 1d10 por nivel adicional.
","10 min
36 m / 120 f / 24 cas
Acción",305 MdJ*,TRUE,TRUE,FALSE,~,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Druida
Localizar animales o plantas,Locate Animals or Plants,2,El rastro de la naturaleza.,"Describe o nombra un tipo concreto de bestia, criatura de tipo 'planta' o planta no mágica. Descubres la dirección y la distancia hasta la criatura o la planta de ese tipo más cercana que esté a 7,5 km / 4,66 mi o menos, siempre y cuando haya alguna.","Instant.
Lanzador
Acción o ritual",305 MdJ,TRUE,TRUE,TRUE,~,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Druida, Explorador"
Localizar criatura,Locate Creature,4,La presa siempre aparece.,"Nombras o describes una criatura que conoces. Percibes su dirección si está a 300 m / 1000 pies o menos y la dirección de su movimiento. Puedes localizar una criatura específica que conozcas o la más cercana de un tipo que hayas visto de cerca 3 m / 9 pies al menos una vez. Si la criatura tiene forma alterada (piedra, polimorfar), no se localiza. La línea debe estar libre de plomo para funcionar.","1 hora
Lanzador
Acción",305 MdJ*,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Druida, Clerigo, Explorador, Mago, Paladín"
Localizar objeto,Locate Object,2,Los objetos también hablan.,"Describe o nombra un objeto que conozcas. Presientes la dirección en la que se encuentra dicho objeto si está a 300 m / 1000 pies o menos de ti. Si el objeto se está moviendo, conoces la dirección de su movimiento.
El conjuro puede localizar un objeto específico que conozcas si lo has visto de cerca (a 9 m / 30 pies o menos) al menos una vez. Como alternativa, el conjuro puede localizar el objeto más cercano de un tipo particular, como un cierto tipo de ropa, joyas, muebles, herramientas o armas.
El conjuro no puede localizar un objeto si hay cualquier grosor de plomo que bloquee una ruta directa entre dichoobjeto y tú.","10 min
Lanzador
Acción",306 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Druida, Clerigo, Explorador, Mago, Paladín"
Luces danzantes,Dancing Lights,Truco,Luces que juegan.,"Creas hasta cuatro luces del tamaño de antorchas dentro del alcance. Puedes darles la apariencia de antorchas, linternas u orbes luminosos, y levitarán hasta que el conjuro termine. Como alternativa, combinas las cuatro luces en una sola de tamaño Mediano y aspecto vagamente humanoide. En ambos casos, cada luz proyecta una luz tenue en un radio de 3 m / 10 pies.
Como acción adicional, puedes mover las luces hasta 18 m a otro espacio dentro del alcance. Cada luz debe estara 6 m / 20 pies o menos de otra luz creada por este conjuro y se desvanecerá si sale del alcance del mismo.","1 min
36 m / 120 f / 24 cas
Acción",306 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Directo,"Bardo, Hechicero, Mago"
Luz,Light,Truco,Iluminar la oscuridad.,"Tocas un objeto Grande o más pequeño que nadie lleve o vista. Hasta que el conjuro termine, el objeto emitirá luz brillante en un radio de 6 m / 20 pies y luz tenue otros 6 m / 20 pies más allá. La luz puede tener el color que desees.
Tapar completamente el objeto con un material opaco bloquea la luz. El conjuro termina si lo vuelves a lanzar.","1 hora
Toque
Acción",306 MdJ,FALSE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Directo,"Bardo, Clerigo, Hechicero, Mago"
Luz del día,Daylight,3,Invoca luz solar.,"Hasta que el conjuro termine, una luz solar se extiende desde un punto dentro del alcance y llena una esfera de 18 m / 60 pies de radio. La zona que cubre es de luz brillante y emite una luz tenue 18 m / 60 pies más allá.
Como alternativa, lanzas el conjuro sobre un objeto que no lleve o vista nadie, lo que hará que la luz solar llene una emanación de 18 m / 60 pies metros que se origina en él. Cubrir el objeto con algo opaco, como un cuenco o un casco, bloqueará la luz solar.
Si cualquier zona del conjuro se superpone con una zona de oscuridad creada por un conjuro de nivel 3 o inferior, el conjuro que creó esa oscuridad se disipa.
","1 hora
18 m / 60 f / 12 cas
Acción",307 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Directo,"Druida, Clerigo, Explorador, Hechicero, Paladín"
Mal de ojo,Eyebite,6,Una mirada que debilita.,"Tus ojos se vuelven un vacío de tinta. Una criatura que puedas ver en un radio de 18 m / 60 pies debe superar una tirada de salvación de Sabiduría o recibir uno de los efectos que elijas: Dormido (Inconsciente hasta recibir daño o que alguien lo despierte), En pánico (Miedo; cada turno debe usar acción Dash para alejarse de ti hasta 18 m / 60 pies o más y línea de visión bloqueada), o Enfermizo (Envenenado). En cada uno de tus turnos puedes usar acción de magia para apuntar a otra criatura; no puedes apuntar a una que ya superó la tirada de salvación.","1 min
Lanzador
Acción",307 MdJ*,TRUE,TRUE,FALSE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Directo,"Bardo, Brujo, Hechicero, Mago"
Maleficio,Hex,1,La desgracia persiste.,"Impones una maldición a una criatura que puedas ver dentro del alcance. Hasta que el conjuro termine, infliges 1d6 de daño necrótico adicional al objetivo siempre que le aciertes con una tirada de ataque. Además, elige una característica cuando lances el conjuro. El objetivo tendrá desventaja en las pruebas que haga con la característica elegida.
Si los puntos de golpe del objetivo se reducen a 0 antes de que el conjuro termine, puedes usar una acción adicional en un turno posterior para maldecir a una nueva criatura.
Con un espacio de conjuro de nivel superior. Tu concentración puede durar más si usas un espacio de conjuro de nivel 2 (hasta 4 horas), 3 o 4 (hasta 8 horas) o 5 o más (24 horas).
","1 hora
27 m / 90 f / 18 cas
Acción adicional",307 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Directo,Brujo
Mano de Bigby,Bigby's Hand,5,Una mano imposible.,"Creas una mano de energía mágica brillante de tamaño Grande en un espacio sin ocupar que puedas ver dentro del alcance. Dura hasta que el conjuro termine y estará bajo tus órdenes, imitando a tu propia mano. La mano tiene una CA de 20 y una cantidad de puntos de golpe igual a tus puntos de golpe máximos. Si sus PG se reducen a 0, el conjuro termina. La mano no ocupa el espacio en el que se encuentra. Cuando lances el conjuro y como acción adicional en tus siguientes turnos, puedes mover la mano hasta 18 m / 60 pies y luego usar uno de los siguientes efectos: 
Mano apresadora.	Mano contundente. Mano interpuesta. 
Puño cerrado. (Revisar efectos en el MdJ)
Con un espacio de conjuro de nivel superior. El daño del puño cerrado aumenta en 2d8 y el daño de la mano apresadora aumenta en 2d6 por cada nivel por encima de 5 que tenga el espacio.
","Hasta 1 min
36 m / 120 f / 24 cas
Acción",307 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Directo,"Hechicero, Mago"
Mano de mago,Mage Hand,Truco,Una mano sin cuerpo.,"Conjuras una mano espectral flotante en un punto de tu elección dentro del alcance. La mano dura hasta que el conjuro termine. Además, desaparecerá si en algún momento está a más de 9 m / 30 pies de ti o si vuelves a lanzar este conjuro.
Cuando lances este conjuro, puedes utilizar la mano para manipular un objeto, abrir una puerta o un recipiente que no estén cerrados con llave, sacar un objeto de un recipiente abierto o guardarlo en él o verter el contenido de un vial.
Como acción de magia en tus siguientes turnos, puedes volver a controlar la mano de esta forma. Como parte de la acción, puedes mover la mano hasta 9 m / 30 pies. La mano no puede atacar, activar objetos mágicos nillevar más de 5 kg de peso.","1 min
9 m / 30 f / 6 cas
Acción",308 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Brujo, Hechicero, Mago"
Manos ardientes,Burning Hands,1,Fuego en abanico.,"Una fina capa de llamas se proyecta desde ti. Todas las criaturas situadas en un cono de 4,5 m / 15 pies hacen  una tirada de salvación de Destreza; sufrirán 3d6 de daño de fuego si la fallan o la mitad del daño si la superan.
Los objetos inflamables dentro del cono que no lleve o vista nadie empezarán a arder.
Con un espacio de conjuro de nivel superior. El daño aumenta en 1d6 por cada nivel por encima de 1 que tenga el espacio.
","Instant.
Lanzador
Acción",308 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TdS Des.,"Hechicero, Mago"
